, namsinh, gioitinh, noisinh, lopsh, khoa, hedt, khoahoc, chuyennganh2,dien_tt,diem_tt,lop12_matinh,lop12_matruong,dtbhk1,dtbhk2,dtbhk3,dtbhk4,dtbhk5,dtbhk6,dtbhk7,dtbhkh1,dtbhkh2,dtbhkh3,stchk1,stchk2,stchk3,stchk4,stchk5,stchk6,stchk7,stchkh1,stchkh2,stchkh3,sotc_tichluy,hoclaihk1,hoclaihk2,hoclaihk3,hoclaihk4,hoclaihk5,hoclaihk6,hoclaihk7,hoclaihkh1,hoclaihkh2,hoclaihkh3,AVHK1,AVHK2,AVHKH1,AVHK3,AVHK4,AVHKH2,AVHK5,AVHK6,AVHKH3,AVHK7,drlhk1,drlhk2,drlhk3,drlhk4,drlhk5,drlhk6,drlhk7, xeploai
430,1996.0,1.0,Quảng Ngãi,MTCL2014,KTMT,1,9.0,D520214,-1.0,-1.0,-1.0,-1.0,7.6,7.41,7.53,8.06,8.83,8.2,8.32,0.0,0.0,0.0,0,0,0,24,21,24,16,16,15,18,149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,3,4,4,4,4,4,4,4,82,80,72,77,81,84,90,1
431,1995.0,1.0,Hồ Chí Minh,KTMT0001,KTMT,0,9.0,D520214,-1.0,-1.0,-1.0,-1.0,4.74,2.96,6.0,6.49,6.65,5.96,6.99,8.91,7.9,0.0,7,3,0,17,17,24,20,19,19,18,147.0,10.0,15.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,2,2,2,3,4,4,4,4,4,4,62,55,57,62,53,64,49,0
432,1996.0,1.0,Sông Bé,CNTT2014,KTTT,0,9.0,D480201,-1.0,-1.0,-1.0,-1.0,8.12,7.49,7.5,7.68,8.28,7.41,8.4,0.0,0.0,0.0,0,0,0,17,19,19,23,20,21,17,150.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,4,4,4,4,4,4,4,4,81,80,58,74,69,76,90,1
433,1996.0,1.0,Phú Yên,HTTT0001,HTTT,1,9.0,D480104,-1.0,-1.0,-1.0,-1.0,6.03,5.62,8.19,6.93,6.48,5.97,6.76,0.0,0.0,0.0,0,0,0,20,21,19,20,25,19,17,156.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2,2,2,3,3,3,4,4,4,4,74,84,90,78,63,52,76,0
434,1996.0,1.0,Quảng Ngãi,CNTT0001,KTTT,0,9.0,D480201,-1.0,-1.0,-1.0,-1.0,6.81,7.79,7.75,7.46,8.16,7.55,8.03,0.0,0.0,0.0,0,0,0,13,21,22,19,19,21,20,141.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,2,2,2,2,3,4,4,4,100,97,100,88,99,93,90,1
435,1992.0,1.0,Kiên Giang,CNTT0001,KTTT,0,9.0,D480201,-1.0,-1.0,-1.0,-1.0,8.58,8.08,7.78,7.6,8.01,7.36,8.29,0.0,0.0,0.0,0,0,0,13,21,24,21,19,18,16,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,2,3,4,4,4,4,4,4,93,100,87,89,76,94,90,1
436,1996.0,1.0,Vĩnh Long,HTCL2014,HTTT,1,9.0,D480104,-1.0,-1.0,-1.0,-1.0,6.46,6.6,6.39,6.43,6.08,5.8,6.58,0.0,0.0,0.0,0,0,0,24,21,22,17,16,15,17,153.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,3,4,4,4,4,4,4,4,85,64,63,57,51,42,78,0
437,1996.0,1.0,Đắc Nông,KHTN2014,KHMT,3,9.0,D480101,-1.0,-1.0,-1.0,-1.0,9.42,8.48,8.26,7.7,8.33,8.78,8.73,0.0,0.0,0.0,0,0,0,13,21,24,26,16,16,15,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,2,3,4,4,4,4,4,4,88,86,96,80,66,78,85,2
438,1995.0,1.0,Hồ Chí Minh,KHTN2014,KHMT,3,9.0,D480101,-1.0,-1.0,-1.0,-1.0,9.15,9.29,8.42,9.16,8.64,9.18,8.91,0.0,0.0,0.0,0,0,0,17,21,27,17,18,16,15,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,3,4,4,4,4,4,4,4,96,86,90,85,71,78,85,2
439,1996.0,1.0,Hồ Chí Minh,KHMT0001,KHMT,3,9.0,D480101,-1.0,-1.0,-1.0,-1.0,8.38,7.87,8.08,9.25,8.2,8.8,8.79,0.0,0.0,0.0,0,0,0,24,21,24,15,20,16,11,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,3,4,4,4,4,4,4,4,90,78,93,80,64,80,91,2
440,1996.0,1.0,An Giang,KHMT0001,KHMT,0,9.0,D480101,-1.0,-1.0,-1.0,-1.0,8.41,7.98,7.37,7.89,8.1,7.97,8.33,0.0,0.0,0.0,0,0,0,17,21,20,22,20,15,16,143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,3,4,4,4,4,4,4,4,77,74,64,79,66,73,76,2
441,1996.0,1.0,Quảng Nam,KTMT0001,KTMT,0,9.0,D520214,-1.0,-1.0,-1.0,-1.0,6.53,5.32,8.27,8.13,8.03,8.65,8.41,8.4,0.0,0.0,3,0,0,17,20,25,27,15,15,15,149.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,3,3,4,4,4,4,4,4,73,86,98,81,68,87,100,1
442,1996.0,1.0,Phú Yên,MMTT0001,MMT&TT,0,9.0,D480102,-1.0,-1.0,-1.0,-1.0,6.92,6.43,6.73,5.87,6.74,7.91,7.95,0.0,0.0,5.4,0,0,4,13,19,24,24,19,20,17,149.0,3.0,0.0,0.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,2,2,2,3,3,3,3,3,3,3,69,64,80,61,66,88,80,0
443,1996.0,1.0,Lâm Đồng,MMTT2014,MMT&TT,0,9.0,D480102,-1.0,-1.0,-1.0,-1.0,6.97,6.06,7.67,7.43,8.11,7.75,8.41,0.0,8.5,0.0,0,8,0,17,24,23,16,17,17,17,149.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,3,4,4,4,4,4,4,4,74,69,97,86,71,85,90,0
444,1996.0,1.0,Hồ Chí Minh,MMTT0001,MMT&TT,0,9.0,D480102,-1.0,-1.0,-1.0,-1.0,6.65,6.28,6.6,7.48,6.37,7.34,7.16,7.65,0.0,0.0,6,0,0,17,20,26,20,14,17,16,150.0,6.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,3,4,4,4,4,4,4,4,66,72,84,68,62,73,80,0
445,1996.0,1.0,Hồ Chí Minh,HTTT0001,HTTT,0,9.0,D480104,-1.0,-1.0,-1.0,-1.0,6.69,7.36,7.12,6.04,6.39,6.44,6.47,0.0,6.1,0.0,0,4,0,13,20,23,21,19,15,12,157.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,2,2,2,3,4,4,4,4,4,4,81,61,85,80,66,72,76,0
446,1995.0,0.0,Bình Định,KTMT2014,KTMT,0,9.0,D520214,-1.0,-1.0,-1.0,-1.0,7.82,7.24,7.28,8.2,7.53,9.12,8.13,0.0,0.0,0.0,0,0,0,17,22,24,19,15,15,13,147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,3,3,4,4,4,4,4,4,96,91,100,100,86,91,95,1
447,1996.0,1.0,Hồ Chí Minh,MMTT0001,MMT&TT,0,9.0,D480299,-1.0,-1.0,-1.0,-1.0,7.92,6.99,6.56,7.3,7.49,8.27,8.18,0.0,0.0,0.0,0,0,0,13,21,24,25,15,18,15,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,2,3,4,4,4,4,4,4,79,74,71,44,72,57,68,1
448,1996.0,1.0,Lâm Đồng,MMTT0001,MMT&TT,0,9.0,D480299,-1.0,-1.0,-1.0,-1.0,5.52,5.9,7.48,7.62,7.29,7.44,7.4,0.0,9.4,0.0,0,4,0,24,23,23,22,21,16,15,152.0,9.0,4.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2,3,3,3,3,3,4,4,4,4,73,86,70,72,48,61,80,0
449,1996.0,1.0,Đồng Nai,CNTT0001,KTTT,0,9.0,D480201,-1.0,-1.0,-1.0,-1.0,7.06,7.6,7.31,7.11,7.52,6.83,7.9,0.0,0.0,0.0,0,0,0,17,21,29,18,19,17,16,142.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,3,4,4,4,4,4,4,4,80,92,92,65,76,85,85,1
450,1996.0,1.0,Nghệ An,MMTT0001,MMT&TT,0,9.0,D480102,-1.0,-1.0,-1.0,-1.0,6.77,6.16,7.26,7.34,6.6,7.78,8.0,0.0,0.0,0.0,0,0,0,13,19,21,23,19,22,14,149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,2,3,4,4,4,4,4,4,68,78,91,68,70,80,80,1
451,1996.0,1.0,Nghệ An,KTPM0001,CNPM,0,9.0,D480103,-1.0,-1.0,-1.0,-1.0,6.54,5.77,6.98,7.16,7.09,6.82,8.11,0.0,0.0,9.0,0,0,3,13,23,26,24,21,22,17,157.0,3.0,10.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2,2,2,2,3,3,4,4,4,4,75,61,78,62,64,78,81,0
452,1996.0,1.0,Bà Rịa - Bà Rịa - Vũng Tàu,KTMT0001,KTMT,0,9.0,D520214,-1.0,-1.0,-1.0,-1.0,7.41,6.7,7.64,7.22,8.07,8.43,8.19,0.0,0.0,0.0,0,0,0,17,19,23,19,15,16,14,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,3,4,4,4,4,4,4,4,90,81,96,92,64,83,85,1
453,1996.0,1.0,Bình Định,KTMT0001,KTMT,0,9.0,D520214,-1.0,-1.0,-1.0,-1.0,7.65,6.11,7.54,5.35,7.17,5.9,6.36,0.0,0.0,0.0,0,0,0,13,18,17,20,21,21,24,147.0,4.0,8.0,0.0,9.0,0.0,4.0,0.0,0.0,0.0,0.0,0,0,0,2,2,2,2,2,2,3,60,51,49,32,22,39,85,0
454,1996.0,1.0,Gia Lai,KHMT0001,KHMT,0,9.0,D480101,-1.0,-1.0,-1.0,-1.0,5.26,3.4,2.62,6.94,6.93,5.78,6.72,0.0,0.0,0.0,0,0,0,17,19,17,18,26,26,24,144.0,6.0,11.0,11.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2,2,2,2,3,3,3,3,3,3,74,65,65,50,56,54,76,0
455,1996.0,1.0,Sóc Trăng,HTTT0001,HTTT,0,9.0,D52480104,-1.0,-1.0,-1.0,-1.0,6.41,6.21,6.72,6.61,6.65,6.95,6.79,6.6,0.0,0.0,3,0,0,17,22,24,17,24,24,14,154.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,3,4,4,4,4,4,4,4,78,73,93,75,77,75,65,1
456,1995.0,1.0,Hà Tĩnh,KTMT0001,KTMT,0,9.0,D520214,-1.0,-1.0,-1.0,-1.0,6.88,6.39,8.46,7.71,7.53,6.54,7.58,9.1,0.0,6.4,3,0,4,13,24,21,19,16,19,19,154.0,7.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0,2,2,2,2,2,3,3,3,3,66,76,86,74,68,80,80,0
457,1996.0,1.0,Lâm Đồng,PMCL2014.1,CNPM,1,9.0,D480103,-1.0,-1.0,-1.0,-1.0,6.96,4.48,7.59,6.99,8.46,7.95,8.24,0.0,0.0,0.0,0,0,0,24,24,21,18,14,23,21,155.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,2,3,3,3,3,3,3,4,79,69,76,68,71,89,90,0
458,1996.0,1.0,Bình Định,MMTT0001,MMT&TT,0,9.0,D480102,-1.0,-1.0,-1.0,-1.0,5.5,5.76,6.74,7.56,7.82,7.99,8.36,7.39,0.0,0.0,7,0,0,17,19,24,25,16,20,14,152.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,3,4,4,4,4,4,4,4,93,75,83,68,72,78,80,0
459,1996.0,1.0,Bà Rịa - Bà Rịa - Vũng Tàu,MMTT0001,MMT&TT,0,9.0,D480299,-1.0,-1.0,-1.0,-1.0,6.68,5.93,7.38,7.12,6.82,7.22,7.53,0.0,0.0,0.0,0,0,0,17,22,26,21,21,17,20,151.0,3.0,7.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2,3,3,4,4,4,4,4,4,4,78,96,96,74,68,80,85,0
460,1996.0,1.0,Lâm Đồng,MMTT0001,MMT&TT,0,9.0,D480102,-1.0,-1.0,-1.0,-1.0,6.71,3.8,6.31,6.64,6.73,8.02,6.13,0.0,0.0,6.09,0,0,7,17,19,21,22,19,19,15,149.0,0.0,15.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,2,3,3,4,4,4,4,4,4,4,68,60,70,59,54,59,75,1
461,1996.0,1.0,Hồ Chí Minh,KHMT2014,KHMT,0,9.0,D480101,-1.0,-1.0,-1.0,-1.0,8.5,7.5,8.59,8.39,8.28,8.85,8.63,0.0,0.0,0.0,0,0,0,17,21,26,20,20,16,16,151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,3,4,4,4,4,4,4,4,82,72,88,89,78,80,90,2
462,1995.0,1.0,Bình Thuận,CNTT0001,KTTT,0,9.0,D480201,1.0,-1.0,-1.0,-1.0,7.5,6.1,6.59,6.78,6.64,6.36,6.81,0.0,0.0,0.0,0,0,0,13,21,26,18,20,18,19,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,2,3,3,3,4,4,4,4,91,82,79,83,58,67,76,1
463,1996.0,1.0,Quảng Nam,KTPM0001,CNPM,1,9.0,D480103,-1.0,-1.0,-1.0,-1.0,6.06,6.83,7.52,6.48,5.46,6.22,5.78,0.0,0.0,0.0,0,0,0,24,23,19,15,14,19,20,159.0,0.0,0.0,0.0,0.0,3.0,4.0,3.0,0.0,0.0,0.0,2,3,3,4,4,4,4,4,4,4,82,86,90,66,58,36,67,1
464,1996.0,1.0,Hải Dương,HTTT2014,HTTT,0,9.0,D480104,-1.0,-1.0,-1.0,-1.0,7.27,7.16,7.97,7.26,7.64,7.72,7.38,0.0,0.0,0.0,0,0,0,13,18,24,21,20,22,21,153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,2,2,2,2,2,3,3,4,68,65,82,80,74,85,80,1
465,1996.0,1.0,Bình Dương,HTTT2014,HTTT,0,9.0,D480104,-1.0,-1.0,-1.0,-1.0,6.09,6.38,7.21,7.59,7.96,8.47,7.99,0.0,7.4,0.0,0,9,0,17,25,26,19,20,18,17,153.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,3,4,4,4,4,4,4,4,81,73,85,73,64,90,80,0
466,1996.0,1.0,Gia Lai,KHMT2014,KHMT,0,9.0,D480101,-1.0,-1.0,-1.0,-1.0,7.85,6.72,7.33,7.3,7.96,7.76,8.75,0.0,0.0,0.0,0,0,0,13,21,22,22,20,20,16,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,2,3,3,3,3,4,4,4,83,78,91,73,86,80,90,1
467,1996.0,1.0,Tây Ninh,KHMT0001,KHMT,0,9.0,D480101,-1.0,-1.0,-1.0,-1.0,3.59,2.69,7.56,8.1,8.08,5.58,8.18,7.15,8.7,0.0,6,7,0,17,15,25,22,19,21,20,144.0,9.0,11.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2,3,3,4,4,4,4,4,4,4,57,73,74,82,86,74,90,0
468,1996.0,1.0,Tây Ninh,KTPM2014,CNPM,0,9.0,D480103,-1.0,-1.0,-1.0,-1.0,9.15,8.57,8.43,8.55,7.87,7.85,8.69,0.0,0.0,0.0,0,0,0,17,26,27,19,23,15,17,158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,3,4,4,4,4,4,4,4,100,100,100,100,100,81,86,2
469,1996.0,1.0,Đồng Tháp,CNTT0001,KTTT,0,9.0,D480201,-1.0,-1.0,-1.0,-1.0,7.0,2.04,5.92,6.94,7.89,7.59,7.56,0.0,8.04,8.4,0,7,4,13,15,20,23,23,22,22,139.0,0.0,15.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,2,2,2,2,2,3,3,4,80,58,59,81,69,78,80,0
470,1996.0,1.0,Hồ Chí Minh,HTTT0001,HTTT,1,9.0,D480104,-1.0,-1.0,-1.0,-1.0,6.69,6.37,7.07,8.05,6.3,6.46,7.28,0.0,0.0,0.0,0,0,0,24,21,24,15,20,19,17,156.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,2,3,3,3,4,4,4,4,92,86,90,79,51,88,90,1
471,1996.0,1.0,Hồ Chí Minh,MMTT0001,MMT&TT,0,9.0,D480102,-1.0,-1.0,-1.0,-1.0,7.47,6.26,8.15,7.11,7.79,7.94,8.25,0.0,0.0,0.0,0,0,0,17,20,22,22,17,18,14,149.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,3,4,4,4,4,4,4,4,93,86,97,78,71,75,95,1
472,1995.0,1.0,Bà Rịa - Bà Rịa - Vũng Tàu,KHMT2016.1,KHMT,0,9.0,D480101,-1.0,-1.0,-1.0,-1.0,0.0,0.0,8.55,6.59,8.66,7.72,0.0,0.0,0.0,0.0,0,0,0,0,0,19,19,23,22,0,146.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3,4,4,4,4,4,4,0,0,94,81,84,82,0,1
473,1996.0,1.0,Hồ Chí Minh,MMTT0001,MMT&TT,0,9.0,D480102,-1.0,-1.0,-1.0,-1.0,7.59,6.13,5.8,6.97,5.84,6.63,7.16,0.0,0.0,0.0,0,0,0,17,19,22,19,19,26,18,149.0,0.0,4.0,10.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2,3,3,3,3,3,3,3,3,4,64,72,53,69,56,48,76,0
474,1996.0,1.0,Long An,KTPM0001,CNPM,1,9.0,D480103,-1.0,-1.0,-1.0,-1.0,7.21,6.86,7.01,8.09,7.04,7.39,7.6,0.0,0.0,0.0,0,0,0,24,19,18,18,14,19,17,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,3,3,4,4,4,4,4,4,80,81,77,71,62,63,73,1
475,1996.0,1.0,Khánh Hoà,HTTT2014,HTTT,0,9.0,D480104,-1.0,-1.0,-1.0,-1.0,6.44,5.33,7.63,7.06,6.72,6.71,7.46,0.0,0.0,0.0,0,0,0,17,24,23,27,20,21,18,156.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,3,4,4,4,4,4,4,4,67,67,88,61,62,66,76,0
476,1996.0,1.0,Quảng Nam,KHTN2014,KHMT,3,9.0,D480101,-1.0,-1.0,-1.0,-1.0,6.71,6.98,7.3,8.1,8.78,8.66,8.91,0.0,0.0,0.0,0,0,0,24,21,20,15,16,20,15,145.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,4,4,4,4,4,4,4,4,97,71,89,85,79,81,80,1
477,1996.0,1.0,Bình Định,HTTT0001,HTTT,0,9.0,D480104,-1.0,-1.0,-1.0,-1.0,7.44,7.28,6.57,6.74,7.27,6.45,7.55,0.0,0.0,0.0,0,0,0,17,24,22,17,19,19,15,153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,3,4,4,4,4,4,4,4,92,83,81,73,64,74,80,1
478,1996.0,1.0,Hồ Chí Minh,KTMT0001,KTMT,0,9.0,D520214,-1.0,-1.0,-1.0,-1.0,6.59,6.73,7.4,6.45,5.51,6.88,7.16,0.0,0.0,0.0,0,0,0,17,17,18,22,16,17,18,147.0,4.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3,4,4,4,4,4,4,4,4,4,85,76,69,66,34,39,68,0
479,1992.0,1.0,Đắk Lắk,HTTT0001,HTTT,0,9.0,D480104,-1.0,-1.0,-1.0,-1.0,7.19,8.25,8.52,7.29,7.43,7.13,7.87,0.0,0.0,0.0,0,0,0,13,20,21,22,16,19,20,153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,2,2,2,2,2,3,3,4,87,87,91,77,69,79,76,1
480,1996.0,1.0,Campuchia,KHTN2014,KHMT,3,9.0,D480101,-1.0,-1.0,-1.0,-1.0,8.17,8.2,8.34,8.61,8.46,8.5,8.76,0.0,0.0,0.0,0,0,0,24,21,24,15,20,16,13,141.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,3,4,4,4,4,4,4,4,84,73,91,80,67,68,76,2
481,1996.0,1.0,Hồ Chí Minh,KHMT0001,KHMT,0,9.0,D480101,-1.0,-1.0,-1.0,-1.0,6.53,6.36,6.44,6.24,6.4,7.03,7.38,8.7,7.0,6.4,3,4,8,17,21,21,18,18,17,20,142.0,3.0,4.0,4.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,2,3,3,4,4,4,4,4,4,4,70,67,65,69,62,73,85,0
482,1995.0,1.0,Thái Bình,KHMT0001,KHMT,3,9.0,D480101,-1.0,-1.0,-1.0,-1.0,7.58,7.27,7.9,8.95,7.88,8.83,7.73,0.0,0.0,0.0,0,0,0,24,21,24,15,16,16,15,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,3,4,4,4,4,4,4,4,90,97,100,92,68,76,80,2
483,1996.0,1.0,Đồng Nai,HTTT2014,HTTT,0,9.0,D480104,-1.0,-1.0,-1.0,-1.0,8.68,7.72,7.63,6.91,7.99,5.85,7.51,0.0,0.0,0.0,0,0,0,17,24,26,21,25,19,15,153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,3,4,4,4,4,4,4,4,98,88,98,74,76,66,81,1
484,1996.0,1.0,Đắk Lắk,KHMT0001,KHMT,0,9.0,D480101,-1.0,-1.0,-1.0,-1.0,6.32,6.49,7.62,7.39,5.28,5.53,7.88,7.4,0.0,0.0,3,0,0,17,22,19,22,20,17,20,142.0,3.0,5.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,2,3,3,3,4,4,4,4,4,4,77,71,84,72,62,67,80,0
485,1996.0,1.0,Hồ Chí Minh,KTPM0001,CNPM,1,9.0,D480103,-1.0,-1.0,-1.0,-1.0,6.98,6.36,7.27,6.44,5.25,6.27,5.82,0.0,0.0,0.0,0,0,0,24,24,21,17,14,22,17,157.0,2.0,3.0,0.0,3.0,3.0,4.0,7.0,0.0,0.0,0.0,2,3,3,4,4,4,4,4,4,4,79,69,54,31,56,49,67,1
486,1996.0,1.0,Kiên Giang,MMTT0001,MMT&TT,0,9.0,D480102,-1.0,-1.0,-1.0,-1.0,7.77,6.88,8.23,6.82,7.16,7.52,7.07,0.0,0.0,0.0,0,0,0,13,19,23,26,14,19,18,149.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,2,3,3,3,3,3,3,4,72,76,86,72,62,71,80,1
487,1996.0,0.0,Kiên Giang,HTTT2014,HTTT,0,9.0,D480104,-1.0,-1.0,-1.0,-1.0,8.15,5.28,7.18,8.12,7.85,7.08,7.71,0.0,6.9,0.0,0,4,0,17,22,28,21,16,19,17,153.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,3,4,4,4,4,4,4,4,72,75,83,80,75,78,80,0
488,1996.0,1.0,Hồ Chí Minh,MTCL2014,KTMT,1,9.0,D520214,-1.0,-1.0,-1.0,-1.0,6.71,6.14,6.6,7.26,7.48,7.72,8.44,0.0,0.0,0.0,0,0,0,24,23,22,20,17,17,17,147.0,5.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,3,4,4,4,4,4,4,4,72,90,79,73,67,94,88,0
489,1996.0,1.0,Lâm Đồng,KHTN2014,KHMT,3,9.0,D480101,-1.0,-1.0,-1.0,-1.0,7.41,7.6,7.55,8.18,7.65,8.48,8.68,0.0,0.0,0.0,0,0,0,17,22,26,22,16,16,15,141.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,3,4,4,4,4,4,4,4,65,78,90,86,66,85,85,1
490,1996.0,1.0,Khánh Hoà,KHMT2014,KHMT,0,9.0,D480101,-1.0,-1.0,-1.0,-1.0,6.79,6.27,7.22,7.49,7.56,7.38,7.75,0.0,0.0,0.0,0,0,0,17,19,25,22,21,16,16,142.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,3,4,4,4,4,4,4,4,62,61,80,67,68,70,80,1
491,1996.0,1.0,Phú Yên,KTMT2014,KTMT,0,9.0,D520214,-1.0,-1.0,-1.0,-1.0,7.74,6.12,6.37,6.75,6.74,6.58,7.61,0.0,0.0,0.0,0,0,0,17,21,28,17,17,16,16,147.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,3,4,4,4,4,4,4,4,77,75,76,82,69,84,86,1
492,1996.0,1.0,Quảng Nam,HTTT0001,HTTT,0,9.0,D480104,-1.0,-1.0,-1.0,-1.0,6.73,6.4,7.59,7.17,6.88,7.71,6.6,0.0,0.0,0.0,0,0,0,13,22,28,17,24,18,14,153.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2,2,2,3,3,3,4,4,4,4,100,100,100,97,93,96,90,1
493,1996.0,1.0,Đồng Nai,PMCL2014.1,CNPM,1,9.0,D480103,-1.0,-1.0,-1.0,-1.0,7.77,8.28,7.81,8.77,7.59,7.96,7.88,0.0,0.0,0.0,0,0,0,24,19,22,14,14,19,17,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,3,4,4,4,4,4,4,4,68,76,68,64,62,63,73,2
494,1996.0,1.0,Kiên Giang,KTMT2014,KTMT,0,9.0,D520214,-1.0,-1.0,-1.0,-1.0,5.94,5.92,7.55,8.17,7.68,7.08,7.69,4.6,0.0,0.0,3,0,0,17,19,28,21,15,16,14,147.0,3.0,4.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2,2,2,3,4,4,4,4,4,4,68,59,76,70,64,60,76,0
495,1996.0,1.0,Hồ Chí Minh,KTPM0001,CNPM,0,9.0,D480103,-1.0,-1.0,-1.0,-1.0,5.44,4.85,8.48,7.93,6.58,7.42,7.52,7.85,0.0,0.0,6,0,0,17,19,21,19,23,19,17,162.0,10.0,7.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3,4,4,4,4,4,4,4,4,4,64,38,77,60,56,47,68,0
