, namsinh, gioitinh, noisinh, lopsh, khoa, hedt, khoahoc, chuyennganh2,dien_tt,diem_tt,lop12_matinh,lop12_matruong,dtbhk1,dtbhk2,dtbhk3,dtbhk4,dtbhk5,dtbhk6,dtbhk7,dtbhkh1,dtbhkh2,dtbhkh3,stchk1,stchk2,stchk3,stchk4,stchk5,stchk6,stchk7,stchkh1,stchkh2,stchkh3,sotc_tichluy,hoclaihk1,hoclaihk2,hoclaihk3,hoclaihk4,hoclaihk5,hoclaihk6,hoclaihk7,hoclaihkh1,hoclaihkh2,hoclaihkh3,AVHK1,AVHK2,AVHKH1,AVHK3,AVHK4,AVHKH2,AVHK5,AVHK6,AVHKH3,AVHK7,drlhk1,drlhk2,drlhk3,drlhk4,drlhk5,drlhk6,drlhk7, xeploai
1223,1996.0,1.0,Quảng Nam,KHMT2015,KHMT,0,10.0,D480101,-1.0,-1.0,-1.0,-1.0,8.65,6.68,8.0,7.11,7.64,8.18,7.31,0.0,0.0,0.0,0,0,0,13,18,23,21,20,21,14,146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,2,2,4,4,4,4,4,4,69,64,71,90,80,85,65,1
1224,1997.0,1.0,Thanh Hóa,KTMT0001,KTMT,1,10.0,D520214,-1.0,-1.0,-1.0,-1.0,8.68,7.66,6.65,7.13,6.93,5.43,7.31,0.0,0.0,0.0,0,0,0,19,24,22,16,15,16,13,147.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,4,4,4,4,4,4,4,4,89,90,92,100,100,80,81,1
1225,1997.0,0.0,Hồ Chí Minh,MMTT2015,MMT&TT,0,10.0,D480102,-1.0,-1.0,-1.0,-1.0,7.65,8.03,7.65,8.1,7.95,8.38,8.41,0.0,0.0,9.7,0,0,3,17,21,17,18,20,17,18,151.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,4,4,4,4,4,4,4,4,98,80,66,93,90,95,85,2
1226,1997.0,0.0,Vĩnh Long,KHMT0001,KHMT,0,10.0,D480101,-1.0,-1.0,-1.0,-1.0,8.05,6.99,7.82,6.86,8.42,8.08,8.57,0.0,0.0,0.0,0,0,0,15,19,22,23,21,20,15,141.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,2,2,4,4,4,4,4,4,92,87,75,85,100,90,85,1
1227,1996.0,0.0,Quảng Nam,CNTT2015,KTTT,0,10.0,D480201,-1.0,-1.0,-1.0,-1.0,8.76,7.35,7.17,7.54,7.72,7.92,7.76,0.0,0.0,0.0,0,0,0,13,17,23,25,20,15,18,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,2,2,4,4,4,4,4,4,100,94,82,96,95,85,90,1
1228,1997.0,1.0,Đồng Nai,MMTT0001,MMT&TT,0,10.0,D480299,-1.0,-1.0,-1.0,-1.0,7.78,6.12,6.85,5.86,6.88,6.37,6.16,0.0,0.0,0.0,0,0,3,17,19,19,18,21,11,17,149.0,0.0,4.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,2,2,2,4,4,4,4,4,4,4,93,81,71,77,80,68,76,0
1229,1997.0,1.0,Hồ Chí Minh,KTPM0001,CNPM,1,10.0,D480103,-1.0,-1.0,-1.0,-1.0,7.82,7.43,7.17,7.89,7.26,6.48,7.93,0.0,0.0,0.0,0,0,0,19,19,18,17,16,19,15,155.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,4,4,4,4,4,4,4,4,85,66,60,68,68,68,78,1
1230,1997.0,1.0,Quảng Ngãi,KHMT0001,KHMT,0,10.0,D480101,-1.0,-1.0,-1.0,-1.0,9.41,7.82,8.45,7.97,8.44,8.12,8.98,0.0,0.0,0.0,0,0,0,13,19,24,21,23,20,16,142.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,2,2,2,2,4,4,4,4,90,70,72,100,100,90,90,2
1231,1997.0,1.0,Hồ Chí Minh,KTMT2015,KTMT,0,10.0,D520214,-1.0,-1.0,-1.0,-1.0,7.66,6.99,7.19,6.41,7.66,8.25,7.98,0.0,0.0,0.0,0,0,0,17,19,24,14,15,16,17,148.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,4,4,4,4,4,4,4,4,88,76,69,80,80,85,80,1
1232,1997.0,0.0,Khánh Hòa,HTTT0001,HTTT,0,10.0,D480104,-1.0,-1.0,-1.0,-1.0,7.52,6.05,7.91,7.18,7.46,7.05,7.62,0.0,0.0,0.0,0,0,0,17,22,22,23,20,19,21,153.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,2,2,4,4,4,4,4,4,96,80,75,83,90,100,85,0
1233,1996.0,1.0,Đắk Lắk,KHMT0001,KHMT,0,10.0,D480101,-1.0,-1.0,-1.0,-1.0,9.14,7.13,7.44,7.19,0.0,8.65,8.68,0.0,0.0,0.0,0,0,0,13,21,25,18,0,16,16,158.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,2,2,2,2,2,2,2,2,92,83,69,79,0,90,85,2
1234,1997.0,1.0,Bà Rịa - Bà Rịa - Vũng Tàu,MMTT0001,MMT&TT,0,10.0,D480102,-1.0,-1.0,-1.0,-1.0,7.05,6.5,7.14,8.32,6.87,7.55,7.56,0.0,0.0,0.0,0,0,0,13,15,21,18,17,20,20,149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,2,2,2,2,2,4,4,4,71,70,66,90,80,90,80,1
1235,1996.0,1.0,Bình Thuận,KHMT2015,KHMT,0,10.0,D480101,-1.0,-1.0,-1.0,-1.0,8.51,7.47,7.73,8.1,8.1,5.83,7.21,0.0,0.0,0.0,0,0,0,17,20,26,21,16,15,19,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,2,4,4,4,4,4,4,4,92,73,64,73,78,72,76,1
1236,1997.0,1.0,Trà Vinh,MMTT2015,MMT&TT,0,10.0,D480102,-1.0,-1.0,-1.0,-1.0,7.99,8.05,8.2,8.12,7.81,7.93,8.75,0.0,0.0,0.0,0,0,0,17,21,26,19,14,16,21,149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,4,4,4,4,4,4,4,4,91,84,79,100,95,95,91,2
1237,1997.0,1.0,Bà Rịa - Bà Rịa - Vũng Tàu,CNTT0001,KTTT,0,10.0,D480201,-1.0,-1.0,-1.0,-1.0,7.25,5.77,7.47,6.75,7.87,7.41,6.71,0.0,0.0,0.0,0,0,0,17,21,19,22,19,18,14,143.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,2,2,4,4,4,4,4,4,84,76,66,93,80,75,76,1
1238,1997.0,1.0,Hồ Chí Minh,MMTT0001,MMT&TT,0,10.0,D480299,-1.0,-1.0,-1.0,-1.0,7.56,7.85,8.32,8.59,7.34,8.74,8.97,0.0,0.0,0.0,0,0,0,17,15,20,20,19,16,20,149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,4,4,4,4,4,4,4,4,69,71,64,67,76,75,86,2
1239,1996.0,1.0,Sóc Trăng,MMTT0001,MMT&TT,0,10.0,D480299,-1.0,-1.0,-1.0,-1.0,9.25,7.65,9.05,7.57,8.57,8.55,8.06,0.0,0.0,0.0,0,0,0,13,23,22,17,14,18,16,152.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,2,2,2,2,2,2,2,2,94,98,66,98,85,80,86,2
1240,1997.0,1.0,Khánh Hòa,KHMT2015,KHMT,0,10.0,D480101,-1.0,-1.0,-1.0,-1.0,7.89,5.83,6.64,6.87,7.84,8.38,8.32,0.0,0.0,0.0,0,0,0,17,27,19,19,22,20,20,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,4,4,4,4,4,4,4,4,96,61,47,80,100,85,85,1
1241,1997.0,1.0,Đà Nẵng,KTMT0001,KTMT,1,10.0,D520214,-1.0,-1.0,-1.0,-1.0,7.29,6.68,5.73,5.81,6.69,6.83,7.41,0.0,0.0,0.0,0,0,0,19,19,24,18,15,21,16,147.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,4,4,4,4,4,4,4,4,74,71,61,59,68,68,80,0
1242,1997.0,1.0,Quảng Bình,KHTN2015,KHMT,0,10.0,D480101,-1.0,-1.0,-1.0,-1.0,8.73,8.33,8.34,8.46,7.82,8.18,8.67,0.0,0.0,0.0,0,0,0,13,23,22,18,20,20,15,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,2,2,2,2,4,4,4,4,100,96,80,90,90,100,100,2
1243,1997.0,1.0,Khánh Hòa,KTMT0001,KTMT,1,10.0,D520214,-1.0,-1.0,-1.0,-1.0,8.46,8.43,8.73,8.25,8.3,7.76,8.07,0.0,0.0,0.0,0,0,0,19,19,21,17,15,18,16,147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,4,4,4,4,4,4,4,4,82,81,90,86,90,85,85,2
1244,1996.0,1.0,Thừa Thiên Huế,CNTT0001,KTTT,0,10.0,D480201,-1.0,-1.0,-1.0,-1.0,7.22,5.29,6.67,5.96,7.72,7.34,6.25,0.0,3.5,0.0,0,4,0,17,21,13,16,20,17,23,141.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2,2,2,2,4,4,4,4,4,4,100,64,56,52,82,90,86,0
1245,1997.0,1.0,Quảng Nam,MMTT0001,MMT&TT,0,10.0,D480102,-1.0,-1.0,-1.0,-1.0,8.06,6.06,8.71,7.66,7.62,7.95,8.08,0.0,0.0,0.0,0,0,0,17,16,21,22,17,16,20,149.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,2,2,4,4,4,4,4,4,56,72,76,80,80,80,76,1
1246,1997.0,1.0,Tiền Giang,KTPM0001,CNPM,0,10.0,D480103,-1.0,-1.0,-1.0,-1.0,8.75,7.82,8.38,8.46,7.79,6.78,7.44,0.0,0.0,0.0,0,0,0,17,17,24,20,15,19,17,157.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2,2,2,4,4,4,4,4,4,4,83,84,71,88,80,90,85,1
1247,1997.0,1.0,Quảng Nam,HTCL2015,HTTT,1,10.0,D480104,-1.0,-1.0,-1.0,-1.0,7.98,8.31,7.6,7.83,8.15,8.22,8.82,0.0,0.0,0.0,0,0,0,15,20,25,16,16,18,17,156.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,88,90,80,88,90,75,100,1
1248,1997.0,1.0,An Giang,HTCL2015,HTTT,1,10.0,D480104,-1.0,-1.0,-1.0,-1.0,8.04,8.45,7.72,8.16,8.2,7.28,8.38,0.0,0.0,0.0,0,0,0,19,19,23,15,16,23,22,154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,2,2,2,2,2,4,4,4,79,80,73,90,85,90,90,2
1249,1997.0,1.0,Cần Thơ,CNTT0001,KTTT,0,10.0,D480201,-1.0,-1.0,-1.0,-1.0,7.37,6.88,8.21,8.21,8.13,7.64,5.9,0.0,0.0,0.0,0,0,0,17,21,22,18,16,18,17,147.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,2,2,2,2,2,2,2,2,85,72,79,90,90,83,75,1
1250,1997.0,1.0,Quảng Ngãi,MMTT0001,MMT&TT,0,10.0,D480102,-1.0,-1.0,-1.0,-1.0,7.32,6.77,7.18,7.74,6.95,7.48,8.19,0.0,0.0,0.0,0,0,0,13,19,26,22,21,16,15,149.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,2,2,4,4,4,4,4,4,65,31,72,80,85,80,85,1
1251,1997.0,0.0,Quảng Ngãi,KHTN2015,KHMT,3,10.0,D480101,-1.0,-1.0,-1.0,-1.0,8.62,7.09,7.6,8.36,8.19,7.04,8.59,0.0,0.0,0.0,0,0,0,13,24,22,15,22,20,15,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,2,2,2,2,4,4,4,4,94,81,68,99,100,90,76,1
1252,1997.0,0.0,Quảng Ngãi,HTTT0001,HTTT,0,10.0,D480104,-1.0,-1.0,-1.0,-1.0,6.46,6.3,7.47,7.4,6.79,7.2,8.22,7.2,0.0,0.0,3,0,0,17,21,22,23,21,15,21,153.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,4,4,4,4,4,4,4,4,97,84,83,96,90,95,85,1
1253,1997.0,0.0,Đồng Tháp,MMTT0001,MMT&TT,0,10.0,D480102,-1.0,-1.0,-1.0,-1.0,8.58,8.47,7.35,7.57,7.89,8.55,8.51,0.0,0.0,0.0,0,0,0,13,22,24,20,18,16,21,149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,2,2,4,4,4,4,4,4,100,78,74,90,85,95,86,2
1254,1997.0,0.0,Bình Định,MMTT0001,MMT&TT,0,10.0,D480102,-1.0,-1.0,-1.0,-1.0,8.78,7.19,7.76,8.01,7.49,8.08,8.52,0.0,0.0,0.0,0,0,0,13,24,26,16,18,16,21,149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,2,4,4,4,4,4,4,4,84,74,74,86,85,90,76,1
1255,1997.0,1.0,Hà Tĩnh,KHMT2015,KHMT,0,10.0,D480101,-1.0,-1.0,-1.0,-1.0,8.01,7.1,7.56,8.13,6.49,6.82,6.94,0.0,0.0,0.0,0,0,0,17,21,20,17,21,19,20,143.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2,4,4,4,4,4,4,4,4,4,67,69,66,75,78,93,76,1
1256,1997.0,1.0,An Giang,CNTT0001,KTTT,0,10.0,D480201,-1.0,-1.0,-1.0,-1.0,6.35,4.6,5.98,6.08,5.18,5.54,5.84,0.0,5.6,4.2,0,3,4,17,20,26,19,20,19,17,143.0,7.0,8.0,4.0,0.0,4.0,4.0,4.0,0.0,0.0,4.0,0,0,0,2,4,4,4,4,4,4,91,97,76,85,80,79,85,0
1257,1997.0,1.0,Đồng Nai,KHMT0001,KHMT,0,10.0,D480101,-1.0,-1.0,-1.0,-1.0,8.22,7.28,7.39,7.19,6.66,7.18,7.34,0.0,0.0,0.0,0,0,0,17,19,25,19,20,20,20,146.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2,2,2,2,4,4,4,4,4,4,73,68,64,73,80,80,68,1
1258,1997.0,1.0,Quảng Nam,HTTT0001,HTTT,0,10.0,D480104,-1.0,-1.0,-1.0,-1.0,6.96,5.15,6.38,6.73,7.66,6.75,7.75,0.0,7.5,0.0,0,4,0,17,20,13,24,23,19,22,155.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,2,2,4,4,4,4,4,4,90,73,64,67,76,85,80,0
1259,1997.0,1.0,Long An,CNTT2015,KTTT,0,10.0,D480201,-1.0,-1.0,-1.0,-1.0,6.78,4.5,6.39,6.49,7.07,7.02,6.28,6.8,0.0,0.0,4,0,0,17,20,21,24,21,19,17,144.0,4.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2,4,4,4,4,4,4,83,73,66,79,76,75,81,0
1260,1997.0,1.0,Vĩnh Long,KTPM0001,CNPM,1,10.0,D480103,-1.0,-1.0,-1.0,-1.0,8.57,8.62,7.82,7.66,7.11,7.94,7.5,0.0,0.0,0.0,0,0,0,19,21,19,23,15,18,17,158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,4,4,4,4,4,4,4,4,100,100,89,99,90,100,86,1
1261,1997.0,1.0,Khánh Hòa,KHMT0001,KHMT,3,10.0,D480101,-1.0,-1.0,-1.0,-1.0,8.01,6.01,7.52,7.9,7.78,7.97,8.31,0.0,0.0,0.0,0,0,0,19,19,29,21,20,17,18,152.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,4,4,4,4,4,4,4,4,98,73,75,81,85,90,100,1
1262,1997.0,1.0,Hồ Chí Minh,KHMT0001,KHMT,0,10.0,D480101,-1.0,-1.0,-1.0,-1.0,8.68,7.13,7.88,7.76,7.84,8.9,8.26,0.0,0.0,0.0,0,0,0,13,21,21,20,21,16,20,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,2,4,4,4,4,4,4,4,91,78,73,78,80,80,86,2
1263,1997.0,1.0,Bình Định,KHMT0001,KHMT,0,10.0,D480101,-1.0,-1.0,-1.0,-1.0,5.4,6.58,7.55,6.43,6.05,5.48,6.6,0.0,6.7,0.0,0,4,0,13,17,23,24,23,16,16,143.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2,2,2,2,4,4,4,4,4,4,82,64,77,80,90,77,65,0
1264,1997.0,1.0,Hồ Chí Minh,HTTT0001,HTTT,0,10.0,D480104,-1.0,-1.0,-1.0,-1.0,7.46,5.33,6.9,6.43,7.04,7.79,7.53,9.3,0.0,0.0,3,0,0,17,17,28,23,18,19,21,153.0,0.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,2,4,4,4,4,4,4,4,100,97,83,90,95,100,80,0
1265,1997.0,1.0,Gia Lai,KTPM0001,CNPM,1,10.0,D480103,-1.0,-1.0,-1.0,-1.0,8.98,8.82,9.25,9.22,7.01,8.05,7.99,0.0,0.0,0.0,0,0,0,19,21,22,17,14,22,17,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,4,4,4,4,4,4,4,4,100,97,75,98,98,88,91,2
1266,1997.0,0.0,Đắk Lắk,HTTT2015,HTTT,0,10.0,D480104,-1.0,-1.0,-1.0,-1.0,6.93,7.39,7.74,7.11,7.18,7.05,7.91,0.0,0.0,0.0,0,0,0,17,20,28,15,24,19,14,153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,2,4,4,4,4,4,4,4,100,90,80,83,90,90,80,1
1267,1997.0,0.0,Hồ Chí Minh,KHTN2015,KHMT,3,10.0,D480101,-1.0,-1.0,-1.0,-1.0,8.91,7.87,8.21,8.06,8.63,8.5,7.85,0.0,0.0,0.0,0,0,0,19,19,26,20,16,16,18,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,4,4,4,4,4,4,4,4,100,89,90,100,100,90,100,2
1268,1998.0,1.0,Trà Vinh,MMTT0001,MMT&TT,0,11.0,D480102,0.0,25.0,58.0,1.0,7.44,7.51,0.0,0.0,7.24,7.15,7.24,0.0,0.0,0.0,0,0,0,17,17,0,0,17,21,22,152.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,2,2,2,2,3,4,4,4,69,90,0,0,76,80,88,1
1269,1998.0,1.0,Đắk Lắk,PMCL2016.1,CNPM,1,11.0,D480103,0.0,21.0,40.0,2.0,7.18,5.66,5.64,6.33,4.58,4.78,7.06,0.0,0.0,7.18,0,0,10,19,19,24,22,15,18,23,153.0,4.0,4.0,4.0,6.0,6.0,11.0,0.0,0.0,0.0,0.0,2,4,4,4,4,4,4,4,4,4,92,83,89,80,76,75,84,1
1270,1998.0,1.0,Đắk Lắk,CNTT2016,KTTT,0,11.0,D480201,0.0,23.75,2.0,68.0,5.78,6.16,7.97,7.74,7.3,7.17,6.98,0.0,8.53,0.0,0,7,0,17,19,24,20,21,15,17,139.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,4,4,4,4,4,4,4,4,28,44,85,75,76,75,72,0
1271,1998.0,1.0,Đắk Lắk,CNTT0001,KTTT,0,11.0,D480201,0.0,23.5,40.0,3.0,6.99,6.99,6.92,7.41,7.78,6.63,6.71,0.0,0.0,0.0,0,0,0,17,15,22,24,16,16,20,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,2,2,4,4,4,4,4,4,60,63,76,75,80,75,81,1
1272,1998.0,0.0,Hà Tĩnh,HTTT0001,HTTT,0,11.0,D480104,0.0,23.5,30.0,19.0,8.62,8.24,7.81,8.19,7.5,7.98,8.61,0.0,0.0,0.0,0,0,0,13,17,24,21,22,22,14,153.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,2,2,2,2,3,4,4,4,70,89,95,95,90,95,100,2
1273,1998.0,1.0,Tiền Giang,MTCL2016.1,KTMT,1,11.0,D520214,0.0,22.0,53.0,16.0,6.42,6.32,6.68,6.69,7.1,7.25,7.76,0.0,0.0,0.0,0,0,0,15,17,20,17,12,16,24,147.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,68,73,80,75,65,78,83,0
1274,1998.0,1.0,Hồ Chí Minh,PMCL2016.1,CNPM,1,11.0,D480103,0.0,21.75,2.0,40.0,7.64,6.87,8.11,7.82,7.59,7.63,6.99,0.0,0.0,0.0,0,0,0,19,19,21,17,17,19,18,157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,4,4,4,4,4,4,4,4,72,75,80,75,81,80,81,1
1275,1998.0,1.0,Hồ Chí Minh,KTMT0001,KTMT,1,11.0,D520214,0.0,20.25,2.0,94.0,5.48,6.14,5.41,6.34,6.31,6.52,7.29,7.29,0.0,0.0,7,0,0,19,21,19,17,20,20,20,147.0,7.0,3.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2,4,4,4,4,4,4,4,4,4,66,70,85,75,80,83,88,0
1276,1998.0,0.0,Quảng Nam,CNTT2016,KTTT,0,11.0,D480201,0.0,23.0,34.0,54.0,7.71,7.91,6.61,7.56,8.13,7.31,8.4,6.2,0.0,0.0,4,0,0,15,17,24,22,16,19,14,141.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,2,4,4,4,4,4,4,4,89,98,100,95,86,100,100,1
1277,1998.0,1.0,Hồ Chí Minh,KHMT2016.1,KHMT,0,11.0,D480101,0.0,23.5,2.0,94.0,7.32,5.37,7.51,7.62,4.9,5.93,6.45,0.0,0.0,0.0,0,0,0,17,19,23,20,24,24,23,141.0,4.0,7.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,4,4,4,4,4,4,4,4,4,4,68,83,90,85,85,80,90,1
1278,1995.0,1.0,Tây Ninh,HTTT0001,HTTT,1,11.0,D480104,0.0,20.5,46.0,5.0,6.75,6.99,6.94,7.2,7.42,7.35,7.48,0.0,0.0,0.0,0,0,0,19,21,24,20,20,15,17,153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,4,4,4,4,4,4,4,4,70,83,78,73,76,75,86,1
1279,1998.0,1.0,Thanh Hóa,KHMT2016.1,KHMT,0,11.0,D480101,0.0,22.5,28.0,6.0,6.74,5.56,7.8,7.25,7.54,6.85,7.65,0.0,0.0,0.0,0,0,0,17,21,23,19,19,21,16,144.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,4,4,4,4,4,4,4,4,56,62,78,68,80,85,79,1
1280,1998.0,1.0,Hà Nội,KHMT0001,KHMT,0,11.0,D480101,0.0,22.25,2.0,53.0,6.64,6.8,6.76,7.1,7.14,7.2,7.79,0.0,7.4,0.0,0,4,0,17,21,24,22,20,23,15,146.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,4,4,4,4,4,4,4,4,79,78,80,80,76,75,90,1
1281,1998.0,1.0,Quảng Bình,CNTT0001,KTTT,0,11.0,D480201,0.0,23.25,31.0,21.0,8.35,7.51,8.44,7.49,8.28,8.9,8.18,0.0,0.0,0.0,0,0,0,15,19,22,20,22,16,17,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,2,2,4,4,4,4,4,4,79,80,90,90,86,85,100,2
1282,1998.0,1.0,Bà Rịa - Bà Rịa - Vũng Tàu,CNTT0001,KTTT,0,11.0,D480201,2.0,21.25,52.0,4.0,7.35,6.35,8.5,7.56,7.91,7.93,8.23,0.0,0.0,0.0,0,0,0,17,15,22,22,18,15,17,140.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,4,4,4,4,4,4,4,4,71,85,100,95,90,90,81,1
1283,1998.0,1.0,Quảng Bình,KTPM0001,CNPM,1,11.0,D480103,0.0,21.5,31.0,21.0,7.17,6.77,7.02,7.81,6.27,7.24,7.24,0.0,0.0,0.0,0,0,0,15,17,19,21,18,19,19,153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,2,2,4,4,4,4,4,4,71,70,76,75,76,75,74,1
1284,1998.0,1.0,Vĩnh Phúc,CNTT0001,KTTT,0,11.0,D480201,0.0,23.0,38.0,16.0,7.09,6.31,7.87,8.04,7.77,7.1,7.73,0.0,0.0,0.0,0,0,0,17,19,21,18,23,16,20,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,4,4,4,4,4,4,4,4,64,83,90,90,76,75,88,1
1285,1998.0,1.0,Tây Ninh,KTMT0001,KTMT,0,11.0,D520214,0.0,22.0,2.0,260.0,5.81,6.06,6.71,6.79,6.11,6.83,7.02,0.0,8.6,0.0,0,4,0,17,19,22,21,17,16,12,147.0,3.0,4.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,2,4,4,4,4,4,4,4,4,4,66,79,81,90,85,85,84,0
1286,1998.0,1.0,Hồ Chí Minh,HTTT0001,HTTT,1,11.0,D480104,0.0,21.0,2.0,245.0,7.01,6.4,7.31,7.66,6.72,6.6,8.39,7.2,0.0,0.0,4,0,0,19,19,24,22,20,15,17,153.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,4,4,4,4,4,4,4,4,72,76,86,80,76,75,81,1
1287,1998.0,1.0,Quảng Ngãi,KHMT2016.1,KHMT,0,11.0,D480101,0.0,22.25,35.0,8.0,7.23,6.29,7.9,7.41,7.89,7.03,7.88,0.0,0.0,0.0,0,0,0,17,19,21,22,21,16,16,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,4,4,4,4,4,4,4,4,66,73,80,85,76,80,90,1
1288,1998.0,1.0,Sóc Trăng,HTTT0001,HTTT,1,11.0,D480104,0.0,20.75,49.0,11.0,5.49,6.47,6.92,7.29,7.73,8.52,7.74,0.0,0.0,0.0,0,0,0,19,17,21,20,23,15,21,153.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,2,2,4,4,4,4,4,4,72,83,68,73,76,75,74,1
1289,1998.0,0.0,Bình Phước,HTCL2016.1,HTTT,1,11.0,D480104,0.0,20.75,43.0,25.0,6.13,5.3,6.49,7.51,6.95,6.98,8.11,0.0,0.0,7.95,0,0,8,19,19,21,22,23,19,22,155.0,4.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,4,4,4,4,4,4,4,4,70,81,86,80,76,80,90,0
